url,name,subdomain,yt_vods,twitch_vods
https://challonge.com/spvx_tourney_1,spvx_tourney_1,,Cb0hC9_4H6k,
https://challonge.com/MACH1Q1,MACH1Q1,597f351987066aa5e169c54d,tPnMsaBUEFI,2197550197
https://challonge.com/MACH1Q2,MACH1Q2,597f351987066aa5e169c54d,HwdeNKa_5wg,2209118579
https://challonge.com/MACH1LCQ,MACH1LCQ,597f351987066aa5e169c54d,IEZBYlQPlwI,2239036274
https://challonge.com/MACH1,MACH1,597f351987066aa5e169c54d,4MdS9Mizdpc,2245465655
https://challonge.com/Mach1GlamGlen,Mach1GlamGlen,,,
https://challonge.com/llbopen3,llbopen3,,QUmKixeV5Qk,
https://challonge.com/llbopen4,llbopen4,,Dd6FXgdvnTs;jq2G9HQGOME;akklWamxaVc,2388570138;2388570570;2388311278
https://challonge.com/llbopen3stadiumbracket,llbopen3stadiumbracket,,,
https://challonge.com/llbopen4stadiumbracket,llbopen4stadiumbracket,,,
https://challonge.com/asaadwiab1,asaadwiab1,,,
https://challonge.com/asaadwiab2,asaadwiab2,,,
https://challonge.com/asaadwiab3,asaadwiab3,,,
https://challonge.com/asaadwiab4,asaadwiab4,,,
https://challonge.com/ROOM21_1,ROOM21_1,room21,18uMrnNigQo,
https://challonge.com/ROOM21_2,ROOM21_2,room21,,
https://challonge.com/ROOM21_3,ROOM21_3,room21,,
https://challonge.com/ROOM21_4,ROOM21_4,room21,,
https://challonge.com/ROOM21_5,ROOM21_5,room21,,
https://challonge.com/ROOM21_6,ROOM21_6,room21,,
https://challonge.com/ROOM21_7,ROOM21_7,room21,,
https://challonge.com/ROOM21_8,ROOM21_8,room21,,
https://challonge.com/ROOM21_9,ROOM21_9,room21,,
https://challonge.com/ROOM21_10,ROOM21_10,room21,,
https://challonge.com/ROOM21_11,ROOM21_11,room21,EaSF-1t8rFc,2373287449
https://challonge.com/ROOM21_12,ROOM21_12,room21,,
https://challonge.com/ROOM21_13,ROOM21_13,room21,,
https://challonge.com/ROOM21_14,ROOM21_14,room21,,
https://challonge.com/ROOM21_15,ROOM21_15,room21,,
https://challonge.com/ROOM21_16,ROOM21_16,room21,,
https://challonge.com/ROOM21_17,ROOM21_17,room21,,
https://challonge.com/ROOM21_18,ROOM21_18,room21,,
https://challonge.com/ROOM21_19,ROOM21_19,room21,,2422147541
https://challonge.com/ROOM21_20,ROOM21_20,room21,CSUS99ougCk,
https://challonge.com/ROOM21_21,ROOM21_21,room21,,2434559655
https://challonge.com/ROOM21_22,ROOM21_22,room21,,
https://challonge.com/ROOM21_23,ROOM21_23,room21,,
https://challonge.com/ROOM21_24,ROOM21_24,room21,,
https://challonge.com/ROOM21_25,ROOM21_25,room21,,
https://challonge.com/ROOM21_26,ROOM21_26,room21,,
https://challonge.com/ROOM21_27,ROOM21_27,room21,,
https://challonge.com/ROOM21_28,ROOM21_28,room21,,
