url,name,subdomain,yt_vods,twitch_vods
http://llt.challonge.com/llt36,llt36,llt,,
http://llt.challonge.com/llt37,llt37,llt,,
http://www.challonge.com/LLAU7B,LLAU7B,,,
http://llt.challonge.com/naminillt29,naminillt29,llt,,
http://tgtourneys.challonge.com/LLuaco10,LLuaco10,tgtourneys,,
http://llt.challonge.com/naminillt28,naminillt28,llt,AWaoN6BrjIs;EhHZ5TCha9s,
http://tgtourneys.challonge.com/lluaco9,lluaco9,tgtourneys,,
http://llt.challonge.com/llt35,llt35,llt,list=PLwrJnX5CdA9_p558NDCQGAN-th4cgPOFv,
http://www.challonge.com/tasty3,tasty3,,2C7hHUKIIHo;BBI-Jy50p-I;K7gt8nwrMMU,15754124
http://llt.challonge.com/naminillt27,naminillt27,llt,boVu4lQQ9ZU;adSh6pvCI4c,15449784
http://llt.challonge.com/llt34,llt34,llt,llTsTEF5qwk;sKallXoGNFc,14618560
http://tgtourneys.challonge.com/lluaco8,lluaco8,tgtourneys,,
http://tgtourneys.challonge.com/llsmbt1,llsmbt1,tgtourneys,,
http://www.challonge.com/llssso4,llssso4,,,
http://tgtourneys.challonge.com/LLuaco7,LLuaco7,tgtourneys,,
http://llt.challonge.com/naminillt26,naminillt26,llt,eaoUxkX4PA8;-OL54s2IthI,13526795
http://llt.challonge.com/llt33,llt33,llt,,
http://www.challonge.com/LLuaco6,LLuaco6,,,
http://tgtourneys.challonge.com/LLtgti1,LLtgti1,tgtourneys,,
http://www.challonge.com/LLuaco4,LLuaco4,,,
http://llt.challonge.com/naminillt25,naminillt25,llt,xZoy3JhA1Rg;dTHsvJO8mXM;7yGf3t68Msk,39199290
http://llt.challonge.com/llt32,llt32,llt,v4w-9pCT5yU;aCTJHxnd1AY;89cQPRsfvTc;list=PLwrJnX5CdA99ndfnynLYnh4HH5pQE-KuQ,39246061
http://www.challonge.com/LLuaco5,LLuaco5,,,
http://llt.challonge.com/EUminillt22,EUminillt22,llt,,
http://llt.challonge.com/naminillt24,naminillt24,llt,,
http://llt.challonge.com/llt31,llt31,llt,,
http://llt.challonge.com/EUminillt21,EUminillt21,llt,vCBSZ_-3RuY,
http://www.challonge.com/LLuaco3,LLuaco3,,,
http://www.challonge.com/jawbreakers,jawbreakers,,list=PLR7-MkrZtWBdf6zLYlP0L0zPc0Ty2YGE-;ETZDoBoco_E;Ls7lqvIPnME;GfdBBBfjlmI,
http://www.challonge.com/jbwu2,jbwu2,,,
http://llt.challonge.com/naminillt23,naminillt23,llt,,
http://www.challonge.com/LLtestladder,LLtestladder,,,
http://www.challonge.com/jbwu1,jbwu1,,,
http://www.challonge.com/llssso3,llssso3,,,
http://llt.challonge.com/llt30,llt30,llt,list=PLarcX-0dWfiQac4h1WG5rdk1wmGZGvU6k,
http://www.challonge.com/LLhlet1,LLhlet1,,,
http://www.challonge.com/FINALLY_AULL,FINALLY_AULL,,,
http://www.challonge.com/LLnftn1,LLnftn1,,,
http://llt.challonge.com/EUminillt20,EUminillt20,llt,,
http://www.challonge.com/LLuaco2,LLuaco2,,,
http://llt.challonge.com/naminillt22,naminillt22,llt,,
http://llt.challonge.com/llt29,llt29,llt,,
http://competitivegaming.challonge.com/tgsbpqcp,tgsbpqcp,competitivegaming,,
http://www.challonge.com/llssso2,llssso2,,,
http://llt.challonge.com/EUminillt19,EUminillt19,llt,,
http://llt.challonge.com/naminillt21,naminillt21,llt,,
http://www.challonge.com/LLuaco1,LLuaco1,,,
http://llt.challonge.com/llt28,llt28,llt,,
http://www.challonge.com/LLSC1,LLSC1,,,
http://www.challonge.com/LLsnsso1,LLsnsso1,,,
