https://www.start.gg/tournament/all-in-together-2024-combo-breaker-community-tournaments/event/lethal-league-blaze,0QNhins94WM,,506/276/92/46
https://www.start.gg/tournament/stunfest-2019-tournaments/event/lethal-league-blaze,jkXbJKfbV8M,,525€/250€/150€/75€
https://www.start.gg/tournament/self-destruct-1-1/event/lethal-league-blaze-1v1-bracket,,,21/9
https://www.start.gg/tournament/ufa-2024-side-tournaments/event/lethal-league-blaze-byoc,5MbTK9kU7nM,,
https://www.start.gg/tournament/square-up-26-april-24-2022/event/lethal-league-blaze-square-up-26-april-24-2022,2DR9ORukbFg,,45/27/13.5/4.5
https://www.start.gg/tournament/heat-wave-7-1/event/lethal-league-blaze-pc-500-pot-bonus,u4xSC4AJIlo,,
https://www.start.gg/tournament/frame-trap-fridays-0-5/event/llb-singles,,,
https://www.start.gg/tournament/frame-trap-fridays-1-1/event/llb-singles,,,25/10/5
https://www.start.gg/tournament/frame-trap-fridays-9/event/llb-scooters-belated-birthday-bash,,,17.5/8.75/5.25/3.5
https://www.start.gg/tournament/wnf2020-x-orange-county-episode-9/event/lethal-league-blaze,,,24/12/4
https://www.start.gg/tournament/wnf2020-x-orange-county-episode-7/event/lethal-league-blaze,,,27/13.5/4.5
https://www.start.gg/tournament/wnf2020-x-orange-county-episode-5/event/lethal-league-blaze,,,27/13.5/4.5
https://www.start.gg/tournament/wnf2020-x-orange-county-episode-3-1/event/lethal-league-blaze,,,27/13.5/4.5
https://www.start.gg/tournament/final-smash-fridays-11-esports-elites/event/lethal-league-blaze-tournament,,,
https://www.start.gg/tournament/final-smash-fridays-10-esports-elites/event/lethal-league-blaze-tournament,,,
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-fall-season-4-4/event/lethal-league-blaze,,,27/13.5/4.5
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-fall-season-4-2/event/lethal-league-blaze,,,24/12/4
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-off-season-3-6/event/lethal-league-blaze,,501927669,30/15/5
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-off-season-3-4/event/lethal-league-blaze,,,54/27/9
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-off-season-3/event/lethal-league-blaze,,494403299,21/10.5/3.5
https://www.start.gg/tournament/weds-night-fights-x-orange-county-2019-summer-season-3-6/event/lethal-league-blaze,,488736789,24/12/4
https://www.start.gg/tournament/all-in-together-2025-combo-breaker-community-tournaments/event/lethal-league-blaze,p75ceGumXZw,,420.75/233.75/112.2/74.8/46.75/46.75
https://www.start.gg/tournament/hessen-crash-xxii-15th-anniversary-edition/event/lethal-league-blaze,Dypg36UJT4Q,,365€/219€/109.5€/35.50€
https://www.start.gg/tournament/heat-wave-8-1/event/lethal-league-blaze-pc-500-pot-bonus-sunday,list=PLTe9_bnaQwoHCAjxUqsSQlo5DjO1JI1ez,,
https://www.start.gg/tournament/barro-s-beatdown-12/event/lethal-league-blaze-singles,lrCz4kVn8K8,2718489049,32.5/19.5/13
